,Date,ArticleNumber,LinkText,Tag,Link,Clicks,Month,Day,Year,Week,Weekday
389,2020-08-14,2,Famartin,15,"https://commons.wikimedia.org/wiki/File:2015-03-16_15_11_40_Shell_gas_station_and_KJ%27s_Super_Stores_on_Mountain_City_Highway_(Nevada_State_Route_225)_in_Elko,_Nevada.JPG",0.0,8,14,2020,33,4
390,2020-08-14,2,Shell,17,https://en.wikipedia.org/wiki/Royal_Dutch_Shell,2.0,8,14,2020,33,4
391,2020-08-14,2,here,18,https://www.fuelsandlubes.com/shell-permanently-close-oil-refinery-philippines/,3.0,8,14,2020,33,4
392,2020-08-17,0,Cory W. Watts,3,https://commons.wikimedia.org/wiki/File:The_new_American_@_ORD_(13327905143).jpg,0.0,8,17,2020,34,0
393,2020-08-17,0,CC BY-SA,4,https://creativecommons.org/licenses/by-sa/2.0,1.0,8,17,2020,34,0
394,2020-08-17,0,Neste,5,https://en.wikipedia.org/wiki/Neste,1.0,8,17,2020,34,0
395,2020-08-17,0,sustainable aviation fuel,6,https://en.wikipedia.org/wiki/Sustainable_aviation_fuel,4.0,8,17,2020,34,0
396,2020-08-17,0,Neste's SAF,7,https://www.neste.com/companies/products/aviation/neste-my-renewable-jet-fuel,2.0,8,17,2020,34,0
397,2020-08-17,0,discussed last week about Repsol's biofuel,8,https://thecolumn.co/daily/08072020,7.0,8,17,2020,34,0
398,2020-08-17,0,discussed last week about Repsol's biofuel,11,https://thecolumn.co/daily/08072020,1.0,8,17,2020,34,0
399,2020-08-17,0,Repsol,8,https://thecolumn.co/daily/08072020,7.0,8,17,2020,34,0
400,2020-08-17,0,Repsol,11,https://thecolumn.co/daily/08072020,1.0,8,17,2020,34,0
401,2020-08-17,0,Phillips 66,9,https://thecolumn.co/daily/08132020,4.0,8,17,2020,34,0
402,2020-08-17,0,Exxon,10,https://thecolumn.co/daily/08122020,3.0,8,17,2020,34,0
403,2020-08-17,0,here,12,https://www.neste.com/releases-and-news/aviation/neste-supply-sustainable-aviation-fuel-three-major-us-airlines,4.0,8,17,2020,34,0
404,2020-08-17,1,WhisperToMe,13,https://commons.wikimedia.org/wiki/File:SinopecHQChaoyang.JPG,0.0,8,17,2020,34,0
405,2020-08-17,1,Sinopec,14,https://en.wikipedia.org/wiki/Sinopec,5.0,8,17,2020,34,0
406,2020-08-17,1,on the sweeter side,15,https://blog.kimray.com/types-of-crude-oil-heavy-vs-light-sweet-vs-sour-and-tan-count/,1.0,8,17,2020,34,0
407,2020-08-17,1,naptha,16,https://en.wikipedia.org/wiki/Petroleum_naphtha,0.0,8,17,2020,34,0
408,2020-08-17,1,an important role in the new ethylene unit,17,https://www.yncc.co.kr/en/product/chemistry/naphtha2.do,1.0,8,17,2020,34,0
409,2020-08-17,1,here,18,https://www.reuters.com/article/us-china-sinopec-refinery/sinopec-merges-two-guangdong-based-refineries-lifts-more-us-oil-idUSKCN25A0M6,1.0,8,17,2020,34,0
410,2020-08-17,2,The Car Spy,19,https://commons.wikimedia.org/wiki/File:2007_Maserati_Gran_Turismo_-_Flickr_-_The_Car_Spy_(10).jpg,0.0,8,17,2020,34,0
411,2020-08-17,2,CC BY,20,https://creativecommons.org/licenses/by/2.0,0.0,8,17,2020,34,0
412,2020-08-17,2,Lanxess,21,https://en.wikipedia.org/wiki/Lanxess,0.0,8,17,2020,34,0
413,2020-08-17,2,portfolio company of a US-based investment firm,22,https://www.wsj.com/articles/DJFLBO0020130911e99bizgw2,2.0,8,17,2020,34,0
414,2020-08-17,2,Leather chemicals,23,https://sites.google.com/site/isttschool/useful-information/chemicals-used-in-leather-processing,3.0,8,17,2020,34,0
415,2020-08-17,2,here,24,https://leathersustainability.weebly.com,17.0,8,17,2020,34,0
416,2020-08-17,2,here,25,https://lanxess.com/en/Media/Press-Releases/2020/08/LANXESS-to-sell-organic-leather-chemicals-business-to-TFL,2.0,8,17,2020,34,0
417,2020-08-18,0,snty-tact,3,https://commons.wikimedia.org/wiki/File:P1030240.JPG,2.0,8,18,2020,34,1
418,2020-08-18,0,CC BY-SA,4,http://creativecommons.org/licenses/by-sa/3.0/,1.0,8,18,2020,34,1
419,2020-08-18,0,have been testing,5,https://corporate.exxonmobil.com/News/Newsroom/News-releases/2020/0409_ExxonMobil-field-testing-new-comprehensive-methane-monitoring-technologies,4.0,8,18,2020,34,1
420,2020-08-18,0,aerial techniques,6,https://thecolumn.co/daily/07142020,3.0,8,18,2020,34,1
421,2020-08-18,0,who will take the change to court,7,https://www.edf.org/media/edf-sue-trump-administration-over-rollback-methane-standards-oil-and-gas-industry,4.0,8,18,2020,34,1
422,2020-08-18,0,here,8,https://www.reuters.com/article/us-usa-epa-methane/trump-administration-to-roll-back-curbs-on-methane-from-oil-gas-operations-idUSKCN2591JJ,2.0,8,18,2020,34,1
423,2020-08-18,1,Marion Halft,9,https://commons.wikimedia.org/wiki/File:Clariant_Lahnstein_Germany.jpg,0.0,8,18,2020,34,1
424,2020-08-18,1,CC BY-SA,10,https://creativecommons.org/licenses/by-sa/4.0,0.0,8,18,2020,34,1
425,2020-08-18,1,Clariant,11,https://en.wikipedia.org/wiki/Clariant,2.0,8,18,2020,34,1
426,2020-08-18,1,criticized for being uneconomical,12,https://www.forbes.com/sites/rrapier/2018/02/11/cellulosic-ethanol-falling-far-short-of-the-hype/#4bfe1792505f,1.0,8,18,2020,34,1
427,2020-08-18,1,here,13,https://www.clariant.com/en/Business-Units/New-Businesses/Biotech-and-Biobased-Chemicals/Sunliquid,7.0,8,18,2020,34,1
428,2020-08-18,1,oxygenate in gasoline,14,https://en.wikipedia.org/wiki/Oxygenate,0.0,8,18,2020,34,1
429,2020-08-18,1,oxygenate in gasoline,19,https://en.wikipedia.org/wiki/Oxygenate,2.0,8,18,2020,34,1
430,2020-08-18,2,oxygenate,14,https://en.wikipedia.org/wiki/Oxygenate,0.0,8,18,2020,34,1
431,2020-08-18,2,oxygenate,19,https://en.wikipedia.org/wiki/Oxygenate,2.0,8,18,2020,34,1
432,2020-08-18,1,here,15,https://www.clariant.com/en/Corporate/News/2020/01/Clariant-and-Anhui-Guozhen-and-Chemtex-announce-license-agreement-on-sunliquid-cellulosic-ethanol-te,0.0,8,18,2020,34,1
433,2020-08-18,2,"Senado Federal from Brasilia, Brazil",16,https://commons.wikimedia.org/wiki/File:Coronav%C3%ADrus_-_COVID-19_(49623710098).jpg,0.0,8,18,2020,34,1
434,2020-08-18,2,CC BY,17,https://creativecommons.org/licenses/by/2.0,0.0,8,18,2020,34,1
435,2020-08-18,2,Aemetis,18,http://www.aemetis.com,2.0,8,18,2020,34,1
436,2020-08-18,2,here,20,http://www.aemetis.com/aemetis-launches-aemetis-health-products-subsidiary/,1.0,8,18,2020,34,1
437,2020-08-19,0,Eric.Prado,3,"https://commons.wikimedia.org/wiki/File:Bingham_Canyon_Mine,_2018.jpg",2.0,8,19,2020,34,2
438,2020-08-19,0,CC BY-SA,4,https://creativecommons.org/licenses/by-sa/4.0,2.0,8,19,2020,34,2
439,2020-08-19,0,BASF,5,https://en.wikipedia.org/wiki/BASF,2.0,8,19,2020,34,2
440,2020-08-19,0,a UK-based software company called Intellisense,6,https://www.intellisense.io,7.0,8,19,2020,34,2
441,2020-08-19,0,here,7,https://www.basf.com/global/en/media/news-releases/2020/08/p-20-272.html,2.0,8,19,2020,34,2
442,2020-08-19,1,Abu Dhabi National Oil Company,8,https://en.wikipedia.org/wiki/Abu_Dhabi_National_Oil_Company,3.0,8,19,2020,34,2
443,2020-08-19,1,Ruwais,9,https://en.wikipedia.org/wiki/Ruwais,3.0,8,19,2020,34,2
444,2020-08-19,1,become a leading player in the downstream market,10,https://www.albawaba.com/business/pr/adnoc-announces-45-billion-investment-plan-become-leading-global-downstream-player-11310,2.0,8,19,2020,34,2
445,2020-08-19,1,here,11,https://www.adnoc.ae/en/news-and-media/press-releases/2020/adnoc-invests-usd-3p5-bn--to-upgrade-ruwais-refining-capabilities,2.0,8,19,2020,34,2
446,2020-08-19,2,SASOL,12,https://commons.wikimedia.org/wiki/File:SASOL_Olefins_and_Surfactants_-_Lake_Charles_-_Louisiana.jpg,2.0,8,19,2020,34,2
447,2020-08-19,2,CC BY-SA,13,https://creativecommons.org/licenses/by-sa/3.0,4.0,8,19,2020,34,2
448,2020-08-19,2,Sasol,14,https://en.wikipedia.org/wiki/Sasol,5.0,8,19,2020,34,2
449,2020-08-19,2,all of the ethane in the US,15,https://www.eia.gov/todayinenergy/detail.php?id=38232,6.0,8,19,2020,34,2
450,2020-08-19,2,here,16,https://www.sasol.com/media-centre/media-releases/sasol-limited-audited-financial-results-year-ended-30-june-2020,3.0,8,19,2020,34,2
451,2020-08-20,0,Peellden,3,https://commons.wikimedia.org/wiki/File:12-inch_silicon_wafer.jpg,2.0,8,20,2020,34,3
452,2020-08-20,0,CC BY-SA,4,https://creativecommons.org/licenses/by-sa/3.0,2.0,8,20,2020,34,3
453,2020-08-20,0,Mitsubishi Chemical Corporation,5,https://en.wikipedia.org/wiki/Mitsubishi_Chemical_Corporation,4.0,8,20,2020,34,3
454,2020-08-20,0,Michael McCoy from C&EN put it,6,https://cen.acs.org/articles/95/i40/computer-chips-shrink-cleaning-needs.html,5.0,8,20,2020,34,3
455,2020-08-20,0,here,7,https://asia.nikkei.com/Business/Companies/Mitsubishi-Chemical-to-build-Taiwan-plant-to-boost-chip-materials,7.0,8,20,2020,34,3
456,2020-08-20,1,Paul Goyette,8,https://commons.wikimedia.org/wiki/File:Plastic_tubing.jpg,4.0,8,20,2020,34,3
457,2020-08-20,1,CC BY-SA,9,https://creativecommons.org/licenses/by-sa/2.0,2.0,8,20,2020,34,3
458,2020-08-20,1,PVC,10,https://en.wikipedia.org/wiki/Polyvinyl_chloride,3.0,8,20,2020,34,3
459,2020-08-20,1,Formosa,11,https://en.wikipedia.org/wiki/Formosa_Plastics_Corp,4.0,8,20,2020,34,3
460,2020-08-20,1,chlor-alkali plant,12,https://en.wikipedia.org/wiki/Chloralkali_process,7.0,8,20,2020,34,3
461,2020-08-20,1,here,13,https://www.spglobal.com/platts/en/market-insights/latest-news/petrochemicals/081720-formosa-plastics-usa-issues-force-majeure-on-pvc-supply-amid-upstream-issues-notice,9.0,8,20,2020,34,3
462,2020-08-20,2,Alf van Beem,14,"https://commons.wikimedia.org/wiki/File:Fuel_station_Aegean,_pic1.JPG",2.0,8,20,2020,34,3
463,2020-08-20,2,Lummus Technology,15,https://www.lummustechnology.com,3.0,8,20,2020,34,3
464,2020-08-20,2,talked about ETBE,16,https://thecolumn.co/daily/08042020,1.0,8,20,2020,34,3
465,2020-08-20,2,bioether,17,https://en.wikipedia.org/wiki/Biofuel#Bioethers,1.0,8,20,2020,34,3
466,2020-08-20,2,tert-amyl ethyl ether,18,https://en.wikipedia.org/wiki/Tert-Amyl_ethyl_ether,3.0,8,20,2020,34,3
467,2020-08-20,2,the process technology,19,https://www.mcdermott.com/What-We-Do/Technology/Lummus/Refining/Clean-Fuels/Ethers/CDTame-CDTaee,2.0,8,20,2020,34,3
468,2020-08-20,2,isoamylene,20,https://en.wikipedia.org/wiki/2-Methyl-2-butene,1.0,8,20,2020,34,3
469,2020-08-20,2,here,21,https://www.prnewswire.com/news-releases/lummus-technology-announces-successful-start-up-of-cdtaee-bio-ethers-unit-301113901.html,1.0,8,20,2020,34,3
470,2020-08-21,0,"I, MayaSimFan",3,https://commons.wikimedia.org/wiki/File:Forest_Samobor.JPG,2.0,8,21,2020,34,4
471,2020-08-21,0,CC BY-SA,4,http://creativecommons.org/licenses/by-sa/3.0/,5.0,8,21,2020,34,4
472,2020-08-21,0,CC BY-SA,11,http://creativecommons.org/licenses/by-sa/3.0/,6.0,8,21,2020,34,4
473,2020-08-21,1,CC BY-SA,4,http://creativecommons.org/licenses/by-sa/3.0/,5.0,8,21,2020,34,4
474,2020-08-21,1,CC BY-SA,11,http://creativecommons.org/licenses/by-sa/3.0/,6.0,8,21,2020,34,4
475,2020-08-21,0,Occidental's venture capital arm,5,https://www.oxy.com/OurBusinesses/OxyLowCarbonVentures/Pages/default.aspx,5.0,8,21,2020,34,4
476,2020-08-21,0,private equity firm,6,https://www.rusheen.com,3.0,8,21,2020,34,4
477,2020-08-21,0,Carbon Engineering,7,https://en.wikipedia.org/wiki/Carbon_Engineering,5.0,8,21,2020,34,4
478,2020-08-21,0,1PointFive,8,https://www.1pointfive.com,9.0,8,21,2020,34,4
479,2020-08-21,0,here,9,https://www.reuters.com/article/us-usa-carboncapture-dac/occidental-backed-company-will-build-new-us-co2-removal-plant-idUSKCN25F1VN,9.0,8,21,2020,34,4
480,2020-08-21,1,Katonams,10,https://commons.wikimedia.org/wiki/File:Typical_Crowded_Beach.jpg,2.0,8,21,2020,34,4
481,2020-08-21,1,"BASF, has announced that it will be doubling its production of its ",12,https://en.wikipedia.org/wiki/BASF,3.0,8,21,2020,34,4
482,2020-08-21,1,UVA ray,13,https://en.wikipedia.org/wiki/Ultraviolet,3.0,8,21,2020,34,4
483,2020-08-21,1,Uvinul® A Plus,14,https://www.carecreations.basf.com/product-formulations/product-highlights/product-highlights-detail/UVINUL%20A%20PLUS/30338477,4.0,8,21,2020,34,4
484,2020-08-21,1,here,15,https://www.basf.com/kr/en/media/news-releases/global/2020/08/p-20-273.html,4.0,8,21,2020,34,4
485,2020-08-21,2,Joshua Doubek,16,https://commons.wikimedia.org/wiki/File:Flaring_extra_Gas_in_the_Bakken.JPG,2.0,8,21,2020,34,4
486,2020-08-21,2,CC BY-SA,17,https://creativecommons.org/licenses/by-sa/3.0,1.0,8,21,2020,34,4
487,2020-08-21,2,a leader in the manufacturing of combusion technology,18,https://www.zeeco.com/products/,7.0,8,21,2020,34,4
488,2020-08-21,2,NOx,19,https://en.wikipedia.org/wiki/NOx,2.0,8,21,2020,34,4
489,2020-08-21,2,NOx,21,https://en.wikipedia.org/wiki/NOx,1.0,8,21,2020,34,4
490,2020-08-21,2,nitric oxides,19,https://en.wikipedia.org/wiki/NOx,2.0,8,21,2020,34,4
491,2020-08-21,2,nitric oxides,21,https://en.wikipedia.org/wiki/NOx,1.0,8,21,2020,34,4
492,2020-08-21,2,must be used to keep plants safe,20,https://www.exxonmobil.com.sg/en-sg/Company/Overview/Who-we-are/Understanding-flares,2.0,8,21,2020,34,4
493,2020-08-21,2,a couple month's ago,22,https://clearsign.com/clearsign-technologies-corporation-receives-multi-unit-process-burner-order-from-exxonmobil/,7.0,8,21,2020,34,4
494,2020-08-21,2,here,23,https://www.prnewswire.com/news-releases/clearsign-technologies-corporation-announces-collaborative-alliance-with-zeeco-inc-to-develop-a-joint-product-line-of-process-burners-301111306.html,2.0,8,21,2020,34,4
495,2020-08-24,0,Littleinfo,3,https://commons.wikimedia.org/wiki/File:DuPont_Chestnut_Run_Plaza_entrance.JPG,0.0,8,24,2020,35,0
496,2020-08-24,0,DuPont,4,https://en.wikipedia.org/wiki/DuPont,0.0,8,24,2020,35,0
497,2020-08-24,0,a petrochemical project on an island in South East Asia,5,https://www.beltandroad.news/2019/11/01/chinese-standards-success-in-brunei-petrochemical-project/,13.0,8,24,2020,35,0
498,2020-08-24,0,alkylation unit,6,https://www.eia.gov/todayinenergy/detail.php?id=9971,6.0,8,24,2020,35,0
499,2020-08-24,0,Hengyi,7,https://www.hengyi-industries.com/about-us/,2.0,8,24,2020,35,0
500,2020-08-24,0,here,8,https://www.prweb.com/releases/hengyi_industries_sdn_bhd_contracts_dupont_clean_technologies_for_stratco_alkylation_technology/prweb17341290.htm,1.0,8,24,2020,35,0
501,2020-08-24,1,Jason Lawrence from New York,9,https://commons.wikimedia.org/wiki/File:Republic_Autocar_ACX_Xpeditor.jpg,2.0,8,24,2020,35,0
502,2020-08-24,1,CC BY,10,https://creativecommons.org/licenses/by/2.0,0.0,8,24,2020,35,0
503,2020-08-24,1,Republic Services,11,https://en.wikipedia.org/wiki/Republic_Services,1.0,8,24,2020,35,0
504,2020-08-24,1,BP,12,https://en.wikipedia.org/wiki/BP,0.0,8,24,2020,35,0
505,2020-08-24,1,Aria Energy,13,https://www.ariaenergy.com/who-we-are/,1.0,8,24,2020,35,0
506,2020-08-24,1,here,14,https://www.prnewswire.com/news-releases/republic-services-aria-energy-and-bp-partner-on-new-renewable-energy-project-301113362.html,1.0,8,24,2020,35,0
507,2020-08-24,2,BASF,15,https://en.wikipedia.org/wiki/BASF,2.0,8,24,2020,35,0
508,2020-08-24,2,Idenmitsu Kosan,16,https://en.wikipedia.org/wiki/Idemitsu_Kosan,0.0,8,24,2020,35,0
509,2020-08-24,2,BDO,17,"https://en.wikipedia.org/wiki/1,4-Butanediol#Industrial_use",2.0,8,24,2020,35,0
510,2020-08-24,2,tetrahydrofuran,18,https://en.wikipedia.org/wiki/Tetrahydrofuran,1.0,8,24,2020,35,0
511,2020-08-24,2,Spandex,19,https://en.wikipedia.org/wiki/Spandex,2.0,8,24,2020,35,0
512,2020-08-24,2,polyurethanes,20,https://en.wikipedia.org/wiki/Polyurethane,1.0,8,24,2020,35,0
513,2020-08-24,2,here,21,https://www.icis.com/explore/resources/news/2012/04/16/9549986/china-invents-and-reinvents-coal-to-chemicals/,8.0,8,24,2020,35,0
514,2020-08-24,2,here,22,https://www.basf.com/global/en/media/news-releases/2020/08/p-20-276.html,0.0,8,24,2020,35,0
515,2020-08-25,0,UsKhalid,3,https://commons.wikimedia.org/wiki/File:The_PVC_pipe.jpg,0.0,8,25,2020,35,1
516,2020-08-25,0,CC BY-SA,4,https://creativecommons.org/licenses/by-sa/3.0,0.0,8,25,2020,35,1
517,2020-08-25,0,Chemetry,5,http://chemetrycorp.com,10.0,8,25,2020,35,1
518,2020-08-25,0,Braskem,6,https://en.wikipedia.org/wiki/Braskem,0.0,8,25,2020,35,1
519,2020-08-25,0,all of these things,7,https://en.wikipedia.org/wiki/Polyvinyl_chloride#Applications,9.0,8,25,2020,35,1
520,2020-08-25,0,chloralkali process,8,https://en.wikipedia.org/wiki/Chloralkali_process,6.0,8,25,2020,35,1
521,2020-08-25,0,here,9,https://www.prnewswire.com/news-releases/chemetry-and-braskem-to-build-edc-demonstration-plant-based-on-breakthrough-chemical-production-technology-301115177.html,6.0,8,25,2020,35,1
522,2020-08-25,1,"Maurizio Pesce from Milan, Italia",10,"https://commons.wikimedia.org/wiki/File:Tesla_Factory,_Fremont_(CA,_USA)_(8763129679).jpg",1.0,8,25,2020,35,1
523,2020-08-25,1,CC BY,11,https://creativecommons.org/licenses/by/2.0,1.0,8,25,2020,35,1
524,2020-08-25,1,Elkem,12,https://en.wikipedia.org/wiki/Elkem,2.0,8,25,2020,35,1
525,2020-08-25,1,one of the largest industrial parks in Norway,13,https://eng.heroya-industripark.no,0.0,8,25,2020,35,1
526,2020-08-25,1,when Johnson Matthey announced its new cathode material plant,14,https://thecolumn.co/daily/08112020,1.0,8,25,2020,35,1
527,2020-08-25,1,Panasonic,15,https://en.wikipedia.org/wiki/Panasonic,1.0,8,25,2020,35,1
528,2020-08-25,1,here,16,https://www.prnewswire.com/news-releases/elkem-selects-site-for-potential-large-scale-battery-materials-plant-in-norway-301114564.html,0.0,8,25,2020,35,1
529,2020-08-25,2,Hannes Sallmutter,17,https://commons.wikimedia.org/wiki/File:Airbp.jpg,0.0,8,25,2020,35,1
530,2020-08-25,2,CC BY-SA,18,http://creativecommons.org/licenses/by-sa/3.0/,1.0,8,25,2020,35,1
531,2020-08-25,2,Air BP,19,https://en.wikipedia.org/wiki/Air_BP,0.0,8,25,2020,35,1
532,2020-08-25,2,BP,20,https://en.wikipedia.org/wiki/BP,0.0,8,25,2020,35,1
533,2020-08-25,2,Neste,21,https://en.wikipedia.org/wiki/Neste,1.0,8,25,2020,35,1
534,2020-08-25,2,sustainable aviation fuel,22,https://www.neste.com/companies/products/aviation/neste-my-renewable-jet-fuel,0.0,8,25,2020,35,1
535,2020-08-25,2,we saw a similar announcement from Neste but in the US,23,https://thecolumn.co/daily/08172020,2.0,8,25,2020,35,1
536,2020-08-25,2,here,24,https://www.bp.com/en/global/corporate/news-and-insights/press-releases/air-bp-and-neste-to-offer-increased-volume-of-sustainable-aviation-fuel-in-europe.html,2.0,8,25,2020,35,1
537,2020-08-26,0,NASA,3,"https://commons.wikimedia.org/wiki/File:Sergio,_Michael,_Leslie_and_Nadine_2018-10-10_1715Z.jpg",0.0,8,26,2020,35,2
538,2020-08-26,0,Motiva,4,https://en.wikipedia.org/wiki/Motiva_Enterprises,3.0,8,26,2020,35,2
539,2020-08-26,0,Total,5,https://en.wikipedia.org/wiki/Total_S.A.,1.0,8,26,2020,35,2
540,2020-08-26,0,Valero,6,https://en.wikipedia.org/wiki/Valero_Energy,1.0,8,26,2020,35,2
541,2020-08-26,0,ExxonMobil,7,https://en.wikipedia.org/wiki/ExxonMobil,3.0,8,26,2020,35,2
542,2020-08-26,0,Shell,8,https://en.wikipedia.org/wiki/Royal_Dutch_Shell,3.0,8,26,2020,35,2
543,2020-08-26,0,here,9,https://www.icis.com/explore/resources/news/2020/08/23/10544243/marco-strengthens-to-hurricane-changes-course-to-louisiana,0.0,8,26,2020,35,2
544,2020-08-26,0,here,10,https://www.reuters.com/article/us-usa-storms-energy/twin-us-gulf-coast-storms-stir-deep-production-cuts-by-energy-giants-idUSKBN25K1WT,0.0,8,26,2020,35,2
545,2020-08-26,1,Abdallah Abu Ihlaiel,11,https://commons.wikimedia.org/wiki/File:%D9%85%D8%B9%D8%B1%D8%B6_%D8%A7%D9%84%D8%AD%D8%B1%D9%85%D9%8A%D9%86.jpg,0.0,8,26,2020,35,2
546,2020-08-26,1,CC BY-SA,12,https://creativecommons.org/licenses/by-sa/3.0,1.0,8,26,2020,35,2
547,2020-08-26,1,Saudi Aramco,13,https://en.wikipedia.org/wiki/Saudi_Aramco,0.0,8,26,2020,35,2
548,2020-08-26,1,its $10B deal,14,https://oilprice.com/Latest-Energy-News/World-News/Saudi-Aramco-Norinco-Set-To-Build-10B-Refinery-Complex-In-China.html,0.0,8,26,2020,35,2
549,2020-08-26,1,China North Industries Group,15,https://en.wikipedia.org/wiki/Norinco,2.0,8,26,2020,35,2
550,2020-08-26,1,here,16,https://www.bnnbloomberg.ca/saudi-aramco-suspends-us-10b-china-oil-refinery-venture-1.1483132,2.0,8,26,2020,35,2
551,2020-08-26,2,Hitachi,17,https://en.wikipedia.org/wiki/Hitachi,0.0,8,26,2020,35,2
552,2020-08-26,2,here,18,https://www.candorind.com/pcb-laminate-types/,9.0,8,26,2020,35,2
553,2020-08-26,2,here,19,https://www.businesswire.com/news/home/20200821005087/en/Hitachi-Chemical-Launches-Mass-Production-5G-Compatible-Printed,1.0,8,26,2020,35,2
554,2020-08-27,0,"Tony Webster from Minneapolis, Minnesota, United States",3,https://commons.wikimedia.org/wiki/File:Agriculture_-_Corn_FIeld_(45691292921).jpg,0.0,8,27,2020,35,3
555,2020-08-27,0,CC BY-SA,4,https://creativecommons.org/licenses/by-sa/2.0,0.0,8,27,2020,35,3
556,2020-08-27,0,BASF,5,https://en.wikipedia.org/wiki/BASF,5.0,8,27,2020,35,3
557,2020-08-27,0,Poncho Votivo 2.0,6,https://agriculture.basf.us/crop-protection/products/poncho-votivo-2-0.html,7.0,8,27,2020,35,3
558,2020-08-27,0,ethanol used in the US comes from corn,7,https://en.wikipedia.org/wiki/Corn_ethanol,4.0,8,27,2020,35,3
559,2020-08-27,0,fuel oxygenate,8,https://en.wikipedia.org/wiki/Oxygenate,10.0,8,27,2020,35,3
560,2020-08-27,0,here,9,https://www.basf.com/us/en/media/news-releases/2020/08/basf-site-expansion-aids-farmers-and-local-communities-.html,2.0,8,27,2020,35,3
561,2020-08-27,1,Pi.1415926535,10,"https://commons.wikimedia.org/wiki/File:BART_parking_lot_at_San_Leandro_station,_January_2018.JPG",1.0,8,27,2020,35,3
562,2020-08-27,1,CC BY-SA,11,https://creativecommons.org/licenses/by-sa/3.0,0.0,8,27,2020,35,3
563,2020-08-27,1,Aveva,12,https://en.wikipedia.org/wiki/Aveva,3.0,8,27,2020,35,3
564,2020-08-27,1,OSIsoft,13,https://en.wikipedia.org/wiki/OSIsoft,4.0,8,27,2020,35,3
565,2020-08-27,1,DCS,14,https://en.wikipedia.org/wiki/Distributed_control_system,3.0,8,27,2020,35,3
566,2020-08-27,1,PI ProcessBook,15,https://www.youtube.com/watch?v=Z26ltsRVoAQ,4.0,8,27,2020,35,3
567,2020-08-27,1,many software solutions that rely on data,16,https://www.aveva.com/en/products/,0.0,8,27,2020,35,3
568,2020-08-27,1,full-stack solution,17,https://platformed.info/the-rise-of-full-stack-solutions/,3.0,8,27,2020,35,3
569,2020-08-27,1,here,18,https://www.aveva.com/en/about/news/press-releases/2020/aveva-and-osisoft-combine-accelerating-digital-transformation/,6.0,8,27,2020,35,3
570,2020-08-27,2,Praewnaaaaaam,19,https://commons.wikimedia.org/wiki/File:Protective_nitrile_gloves.jpg,2.0,8,27,2020,35,3
571,2020-08-27,2,CC BY-SA,20,https://creativecommons.org/licenses/by-sa/4.0,0.0,8,27,2020,35,3
572,2020-08-27,2,Petronas,21,https://en.wikipedia.org/wiki/Petronas,0.0,8,27,2020,35,3
573,2020-08-27,2,LG Chem,22,https://en.wikipedia.org/wiki/LG_Chem,2.0,8,27,2020,35,3
574,2020-08-27,2,used to make PAN and carbon fiber,23,https://thecolumn.co/daily/07162020,5.0,8,27,2020,35,3
575,2020-08-27,2,butadiene,24,https://en.wikipedia.org/wiki/Butadiene#Production,0.0,8,27,2020,35,3
576,2020-08-27,2,here,25,http://www.mrcplast.com/news-news_open-375457.html,0.0,8,27,2020,35,3
577,2020-08-28,0,cerber0,3,"https://commons.wikimedia.org/wiki/File:Pipes_of_the_Gomel_chemical_factory,_%D1%82%D1%80%D1%83%D0%B1%D1%8B_%D0%B3%D0%BE%D0%BC%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D0%B3%D0%B0_%D1%85%D1%96%D0%BC%D1%96%D1%87%D0%BD%D0%B0%D0%B3%D0%B0_%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0_-_panoramio.jpg",0.0,8,28,2020,35,4
578,2020-08-28,0,CC BY-SA,4,https://creativecommons.org/licenses/by-sa/3.0,0.0,8,28,2020,35,4
579,2020-08-28,0,CC BY-SA,12,https://creativecommons.org/licenses/by-sa/3.0,1.0,8,28,2020,35,4
580,2020-08-28,1,CC BY-SA,4,https://creativecommons.org/licenses/by-sa/3.0,0.0,8,28,2020,35,4
581,2020-08-28,1,CC BY-SA,12,https://creativecommons.org/licenses/by-sa/3.0,1.0,8,28,2020,35,4
582,2020-08-28,0,LyondellBasell,5,https://en.wikipedia.org/wiki/LyondellBasell,2.0,8,28,2020,35,4
583,2020-08-28,0,Oman,6,https://en.wikipedia.org/wiki/Oman,2.0,8,28,2020,35,4
584,2020-08-28,0,one month ago,7,https://thecolumn.co/daily/07232020,8.0,8,28,2020,35,4
585,2020-08-28,0,one month ago,15,https://thecolumn.co/daily/07232020,4.0,8,28,2020,35,4
586,2020-08-28,1,last mentioned a month ago,7,https://thecolumn.co/daily/07232020,8.0,8,28,2020,35,4
587,2020-08-28,1,last mentioned a month ago,15,https://thecolumn.co/daily/07232020,4.0,8,28,2020,35,4
588,2020-08-28,0,here,8,https://www.hmcpolymers.com/production,5.0,8,28,2020,35,4
589,2020-08-28,0,the process,9,https://www.lyondellbasell.com/globalassets/products-technology/technology/hostalen-brochure.pdf,16.0,8,28,2020,35,4
590,2020-08-28,0,here,10,https://www.lyondellbasell.com/en/news-events/products--technology-news/duqm-refinery-and-petrochemical-industries-company-llc-selects-lyondellbasells-hostalen-acp-and-spheripol-technology/,1.0,8,28,2020,35,4
